Folio,Periodo,Anio,Zona,Zona_corta,Tipo_zona,Categoria,Sentimiento,Dias_respuesta,Texto_PQRSD
PQR-2025T4-1416,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,19,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1417,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,13,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1418,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,19,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1419,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,16,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1420,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,16,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T4-1421,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,13,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T4-1422,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,13,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1423,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,16,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1424,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,13,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T4-1425,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,17,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1426,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,19,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T4-1427,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,18,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T4-1428,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,15,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1429,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,13,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T4-1430,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,16,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1431,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1432,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,15,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-1433,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1434,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,17,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-1435,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1436,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,17,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1437,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,14,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-1438,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,16,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1439,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,16,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1440,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,19,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1441,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,19,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1442,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,15,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1443,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Positivo,13,Me orientaron bien sobre el proceso de reparación.
PQR-2025T4-1444,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1445,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1446,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,18,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1447,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,20,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1448,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,13,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1449,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1450,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,21,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-1451,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Positivo,15,Me orientaron bien sobre el proceso de reparación.
PQR-2025T4-1452,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,15,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-1453,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,20,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T4-1454,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,14,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T4-1455,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,19,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1456,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,15,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-1457,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Negativo,16,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T4-1458,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Indemnización / reparación,Neutral,14,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T4-1459,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,16,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-1460,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,15,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1461,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,18,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1462,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,18,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1463,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Positivo,19,El proceso de postulación a vivienda fue claro.
PQR-2025T4-1464,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,15,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1465,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,17,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1466,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,18,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1467,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,16,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-1468,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,20,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1469,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,16,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1470,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,18,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T4-1471,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,15,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1472,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,19,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1473,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,19,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1474,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Neutral,16,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T4-1475,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,16,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1476,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,16,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T4-1477,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Negativo,21,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T4-1478,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Vivienda,Positivo,13,El proceso de postulación a vivienda fue claro.
PQR-2025T4-1479,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,19,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-1480,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,14,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1481,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,20,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1482,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,15,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2025T4-1483,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,20,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1484,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,19,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2025T4-1485,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,16,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-1486,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Positivo,20,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T4-1487,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,13,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-1488,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,13,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-1489,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,20,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-1490,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,17,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1491,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,18,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1492,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,17,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-1493,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,20,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T4-1494,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,13,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T4-1495,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,17,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1496,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,19,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-1497,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Neutral,19,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T4-1498,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Salud y atención psicosocial,Negativo,16,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T4-1499,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,19,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1500,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,16,La orientación sobre educación superior fue útil.
PQR-2025T4-1501,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,18,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1502,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,16,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1503,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,16,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T4-1504,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,19,La orientación sobre educación superior fue útil.
PQR-2025T4-1505,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,20,Solicito información sobre becas para estudiantes víctimas.
PQR-2025T4-1506,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,19,Solicito información sobre becas para estudiantes víctimas.
PQR-2025T4-1507,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,15,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T4-1508,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,18,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1509,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,13,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T4-1510,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Positivo,13,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T4-1511,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Educación,Neutral,17,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T4-1512,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Positivo,19,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2025T4-1513,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Neutral,14,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T4-1514,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,15,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1515,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,17,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1516,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Positivo,18,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T4-1517,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,21,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1518,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,19,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1519,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,17,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1520,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,18,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1521,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,15,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1522,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,16,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T4-1523,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Registro / inclusión RUV,Negativo,20,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T4-1524,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Neutral,14,Solicito información sobre acompañamiento para reubicación.
PQR-2025T4-1525,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Negativo,16,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1526,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Negativo,17,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1527,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Neutral,18,Pregunto por el plan de retorno para mi comunidad.
PQR-2025T4-1528,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Negativo,16,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T4-1529,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Positivo,17,"El acompañamiento para el retorno fue bueno, gracias."
PQR-2025T4-1530,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Negativo,17,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T4-1531,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Negativo,16,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1532,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Retornos y reubicación,Negativo,18,El proceso de reubicación está detenido hace tiempo.
PQR-2025T4-1533,2025-T4,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Otros trámites,Neutral,20,Pregunto por el horario de atención de la oficina.
